English Word	Is Important	Pronunciation	POS Symbol	Part of Speech	Japanese Translation	Origin	Reference Page
nobody	FALSE	[nóubὰdi]	E	Pronoun	だれも〜ない	1	1
noise	FALSE	[nɔiz]	A	Noun	物音, 騒音	59	59
noisy	FALSE	[nɔ́izi]	K	Adjective	うるさい	131	131
non-	FALSE	[nɑn]	—	—	〜でないことを表す	1	1
noodle	FALSE	[núːdl]	A	Noun	(複数形で) めん類	42	42
noon	FALSE	[nuːn]	A	Noun	正午	1	1
north	TRUE	[nɔərθ]	A	Noun	北	80	80
not	TRUE	[nɑt]	G	Adverb	〜でない	1	1
not always	FALSE	—	—	—	いつも〜とは限らない	103	103
notebook	TRUE	[nóutbùk]	A	Noun	ノート	1	1
nothing	FALSE	[nʌ́θiŋ]	E	Pronoun	何も〜ない	1	1
November	TRUE	[nouvémbər]	A	Noun	11月	1	1
now	TRUE	[nau]	G	Adverb	今は, 現在は	1	1
now	TRUE	[nau]	G	Adverb	さて	1	1
nowadays	FALSE	[náuədèiz]	G	Adverb	近ごろ	1	1
New South Wales	FALSE	[njúː sauθ wéilz]	A	Noun	ニューサウスウェールズ州 (オーストラリア南東部の州)	1	1
number	TRUE	[nʌ́mbər]	A	Noun	数, 数字	1	1
nurse	TRUE	[nəːrs]	A	Noun	看護師	50	50
nursery school	FALSE	[nə́ːrsəri skúːl]	A	Noun	保育園	71	71
o'clock	FALSE	[əklάk]	G	Adverb	〜時	1	1
ocean	TRUE	[óuʃən]	A	Noun	大洋, 海	1	1
October	TRUE	[ɑktóubər]	A	Noun	10月	1	1
octopus	FALSE	[άktəpəs]	A	Noun	タコ	1	1
of	TRUE	[ʌv, əv]	D	Preposition	〜の	1	1
of	TRUE	[ʌv, əv]	D	Preposition	(部分・中身を表して) 〜の	1	1
off	TRUE	[ɔːf]	G	Adverb	離れて, 去って	77	77
off	TRUE	[ɔːf]	D	Preposition	〜から離れて	1	1
offer	FALSE	[ɔ́ːfər]	B	Verb	提供する, 申し出る	109	109
office	TRUE	[ɔ́ːfis]	A	Noun	事務所, 会社	1	1
officer	FALSE	[ɔ́ːfisər]	A	Noun	警官, 役人	83	83
often	TRUE	[ɔ́ːfn]	G	Adverb	しばしば	1	1
oh	TRUE	[ou]	C	Interjection	おお, ああ	1	1
OK / O.K. / okay	TRUE	[òukéi]	C	Interjection	よろしい, いいですよ	1	1
OK / O.K. / okay	TRUE	[òukéi]	K	Adjective	元気で, 無事で	1	1
old	TRUE	[ould]	K	Adjective	年をとった, 古い	1	1
Oliver	FALSE	[άlivər]	A	Noun	オリバー (男子の名)	70	70
omelet	FALSE	[άmlit]	A	Noun	オムレツ	83	83
on	TRUE	[ɑn]	D	Preposition	〜(の上) に	1	1
on	TRUE	[ɑn]	D	Preposition	(手段・伝達・関係を表して) 〜で	1	1
on	TRUE	[ɑn]	D	Preposition	(特定の日・曜日) に	1	1
on	TRUE	[ɑn]	D	Preposition	(所属を表して) 〜の一員で	1	1
on	TRUE	[ɑn]	G	Adverb	(活動) し続けて	1	1
on	TRUE	[ɑn]	G	Adverb	(目的のために)	93	93
on my way (back) to ~	FALSE	—	—	—	〜へ帰る途中で	88	88
on time	FALSE	—	—	—	時間どおりに	59	59
once	FALSE	[wʌns]	G	Adverb	1度, かつて	1	1
once	FALSE	[wʌns]	H	Conjunction	いったん〜すると	103	103
one	TRUE	[wʌn]	K	Adjective	1つの	1	1
one	TRUE	[wʌn]	E	Pronoun	(前に出てきた可算名詞のくり返しを避けるために使う) もの	1	1
one	TRUE	[wʌn]	E	Pronoun	(不特定の人)	1	1
one another	FALSE	—	—	—	おたがい	92	92
one day	FALSE	—	—	—	ある日	80	80
one of ~	FALSE	—	—	—	〜のうちの1つ[1人]	1	1
one piece	FALSE	[wʌ́n píːs]	A	Noun	ワンピース (マンガ・アニメのタイトル)	25	25
onion	FALSE	[ʌ́njən]	A	Noun	タマネギ	61	61
only	TRUE	[óunli]	G	Adverb	だけ, ほんの〜にすぎない	1	1
oops	FALSE	[uːps]	C	Interjection	おっと, しまった	1	1
open	TRUE	[óupən]	B	Verb	開ける, 開く	1	1
open	TRUE	[óupən]	K	Adjective	開いている	1	1
opening ceremony	FALSE	[óupniŋ sérəmòuni]	A	Noun	開会式	130	130
opera house	FALSE	[άpərə hàus]	A	Noun	オペラハウス (オペラ劇場)	1	1
opinion	FALSE	[əpínjən]	A	Noun	意見	127	127
option	FALSE	[άpʃən]	A	Noun	選択(肢)	1	1
or	TRUE	[ɔːr]	H	Conjunction	〜かまたは…, あるいは	1	1
orange	TRUE	[ɔ́ːrindʒ]	A	Noun	オレンジ	1	1
order	FALSE	[ɔ́ːrdər]	B	Verb	注文する	61	61
order	FALSE	[ɔ́ːrdər]	A	Noun	注文	101	101
in order to ~	FALSE	—	—	—	〜するために	1	1
organ	FALSE	[ɔ́ːrgən]	A	Noun	オルガン	1	1
organic	FALSE	[ɔːrgǽnik]	K	Adjective	有機(栽培)の	1	1
other	FALSE	[ʌ́ðər]	K	Adjective	ほかの	42	42
other	FALSE	[ʌ́ðər]	E	Pronoun	ほかのもの[人]	37	37
each other	FALSE	—	—	—	おたがいに[を]	102	102
our	TRUE	[áuər]	K	Adjective	私たちの	1	1
ours	FALSE	[áuərz]	E	Pronoun	私たちのもの	1	1
out	TRUE	[aut]	G	Adverb	外へ[で]	1	1
out of ~	FALSE	—	—	—	〜の中から外へ	47	47
outside	TRUE	[àutsáid]	A	Noun	外側	130	130
outside	TRUE	[àutsáid]	G	Adverb	外で, 戸外で	1	1
outside	TRUE	[àutsáid]	D	Preposition	〜の外で[へ]	1	1
over	TRUE	[óuvər]	D	Preposition	〜の上方に	1	1
over	TRUE	[óuvər]	D	Preposition	〜(の向こう側) に	94	94
over	TRUE	[óuvər]	G	Adverb	向こうへ	1	1
over	TRUE	[óuvər]	D	Preposition	〜を越えて	1	1
overseas	FALSE	[óuvərsìːz]	G	Adverb	海外へ[で]	101	101
own	TRUE	[oun]	K	Adjective	自分自身の	13	13
oyster	FALSE	[ɔ́istər]	A	Noun	カキ (貝)	59	59
oxygen	FALSE	[άksidʒən]	A	Noun	酸素	125	125
pack	FALSE	[pæk]	B	Verb	(かばんなどに) 荷物を詰める	69	69
pack	FALSE	[pæk]	A	Noun	1箱, 1パック	103	103
paint	TRUE	[peint]	B	Verb	(絵の具で) 描く	1	1
palm	FALSE	[pɑːm]	A	Noun	手のひら	101	101
pancake	FALSE	[pǽnkèik]	A	Noun	パンケーキ	1	1
panda	TRUE	[pǽndə]	A	Noun	パンダ	1	1
paper	TRUE	[péipər]	A	Noun	紙	67	67
paperback	FALSE	[péipərbæ̀k]	A	Noun	紙表紙の本, ペーパーバック	81	81
parachute	FALSE	[pǽrəʃùːt]	B	Verb	パラシュートで降下する	127	127
pardon	FALSE	[pάːrdn]	C	Interjection	(聞き返して) 何とおっしゃいましたか	1	1
parent	TRUE	[pέərənt]	A	Noun	親	76	76
park	TRUE	[pɑːrk]	A	Noun	公園	1	1
park	TRUE	[pɑːrk]	B	Verb	駐車する	1	1
particular	FALSE	[pərtíkjələr]	K	Adjective	特定の	70	70
in particular	FALSE	—	—	—	特に	70	70
party	TRUE	[pάːrti]	A	Noun	パーティー	1	1
pass	FALSE	[pæs]	B	Verb	通り過ぎる	112	112
pass	FALSE	[pæs]	B	Verb	(時が) 過ぎる, 経つ	112	112
pass away	FALSE	—	—	—	亡くなる	127	127
passenger	FALSE	[pǽsindʒər]	A	Noun	乗客	117	117
passionate	FALSE	[pǽʃənit]	K	Adjective	情熱的な	23	23
past	FALSE	[pæst]	D	Preposition	〜を過ぎて	1	1
pastry chef	FALSE	[péistri ʃèf]	A	Noun	パティシエ	1	1
paw	FALSE	[pɔː]	A	Noun	(犬・ネコなどの) 足	80	80
pay	FALSE	[pei]	B	Verb	支払う	1	1
P.E.	FALSE	[píːíː]	A	Noun	体育 (＝physical education)	1	1
peace	TRUE	[piːs]	A	Noun	平和	1	1
peach	FALSE	[piːtʃ]	A	Noun	モモ	24	24
pear	FALSE	[pɛər]	A	Noun	ナシ	1	1
pen	TRUE	[pen]	A	Noun	ペン	1	1
pencil	TRUE	[pénsl]	A	Noun	鉛筆	1	1
penguin	FALSE	[péŋgwin]	A	Noun	ペンギン	98	98
people	TRUE	[píːpl]	A	Noun	人々	1	1
perform	FALSE	[pərfɔ́ːrm]	B	Verb	行う, 演じる	1	1
performance	FALSE	[pərfɔ́ːrməns]	A	Noun	演技, パフォーマンス	1	1
period studies	FALSE	[píəriəd stʌ́diz]	A	Noun	総合的な学習の時間 (科目)	1	1
persimmon	FALSE	[pərsímən]	A	Noun	カキ (果物)	1	1
person	TRUE	[pə́ːrsn]	A	Noun	人	23	23
pet	TRUE	[pet]	A	Noun	ペット	80	80
photo	TRUE	[fóutou]	A	Noun	写真	1	1
photographer	FALSE	[fətάgrəfər]	A	Noun	写真家	1	1
piano	TRUE	[piǽnou]	A	Noun	ピアノ	1	1
pick	TRUE	[pik]	B	Verb	選ぶ	69	69
pick ~ up	FALSE	—	—	—	〜を拾い上げる, 〜を車で迎えに行く	1	1
picnic	TRUE	[píknik]	A	Noun	ピクニック	15	15
picture	TRUE	[píktʃər]	A	Noun	写真, 絵	1	1
take a picture	FALSE	—	—	—	写真を撮る	1	1
pie	FALSE	[pai]	A	Noun	パイ	73	73
piece	FALSE	[piːs]	A	Noun	1つ, 1個, 1枚 (piece of ~ の形で使うことが多い)	1	1
pig	FALSE	[pig]	A	Noun	ブタ	86	86
pillar	FALSE	[pílər]	A	Noun	柱	131	131
pillow	FALSE	[pílou]	A	Noun	枕	1	1
pilot	FALSE	[páiliət]	A	Noun	パイロット	66	66
pink	TRUE	[piŋk]	K	Adjective	ピンク色(の)	130	130
pioneer	FALSE	[pàiəníər]	A	Noun	開拓者, 先駆者	120	120
pizza	FALSE	[píːtsə]	A	Noun	ピザ, ピッツァ	1	1
place	TRUE	[pleis]	A	Noun	場所	1	1
place	TRUE	[pleis]	B	Verb	置く, 設置する	69	69
plain	FALSE	[plein]	K	Adjective	無地の, 飾りのない	1	1
plan	TRUE	[plæn]	A	Noun	計画, 予定	66	66
plan	TRUE	[plæn]	B	Verb	計画する, 〜するつもりである	23	23
plane	FALSE	[plein]	A	Noun	飛行機	11	11
planet	FALSE	[plǽnit]	A	Noun	惑星	125	125
plant	TRUE	[plænt]	A	Noun	植物	1	1
plant	TRUE	[plænt]	B	Verb	植える	120	120
plastic	FALSE	[plǽstik]	A	Noun	プラスチック, ビニール	86	86
plastic bag	FALSE	[plǽstik bǽg]	A	Noun	ビニール袋	86	86
plate	FALSE	[pleit]	A	Noun	(浅い) 皿	1	1
play	TRUE	[plei]	B	Verb	遊ぶ	1	1
play	TRUE	[plei]	B	Verb	(スポーツなどを) する, 演技をする, 演奏する	1	1
player	TRUE	[pléiər]	A	Noun	選手, 演奏者	1	1
plaza	FALSE	[plάːzə]	A	Noun	広場	1	1
please	TRUE	[pliːz]	G	Adverb	どうぞ, お願いします	1	1
pleased	FALSE	[pliːzd]	K	Adjective	うれしい	130	130
p.m. / pm / PM	FALSE	[píːém]	G	Adverb	午後	1	1
pocket	FALSE	[pάkit]	A	Noun	ポケット	105	105
point	FALSE	[pɔint]	A	Noun	点数, 得点	1	1
point	FALSE	[pɔint]	B	Verb	指さす	30	30
police	TRUE	[pəlíːs]	A	Noun	警察	1	1
police station	FALSE	[pəlíːs stèiʃən]	A	Noun	警察署	1	1
polite	FALSE	[pəláit]	K	Adjective	ていねいな	1	1
pollen	FALSE	[pάlən]	A	Noun	花粉	81	81
pond	FALSE	[pɑnd]	A	Noun	池	1	1
poor	FALSE	[puər]	K	Adjective	貧しい, 不幸な	1	1
popular	TRUE	[pάpjələr]	K	Adjective	人気のある	1	1
pork	FALSE	[pɔərk]	A	Noun	豚肉	1	1
port	FALSE	[pɔərt]	A	Noun	港	1	1
positive	FALSE	[pάzətiv]	K	Adjective	積極的な	6	6
post office	TRUE	[póust ɔ́ːfis]	A	Noun	郵便局	1	1
postcard	TRUE	[póustkὰːrd]	A	Noun	郵便はがき	132	132
poster	TRUE	[póustər]	A	Noun	ポスター	74	74
potato	TRUE	[pətéitou]	A	Noun	ジャガイモ	61	61
potential	FALSE	[pəténʃəl]	A	Noun	潜在能力	81	81
pound	FALSE	[paund]	A	Noun	ポンド (重さの単位)	126	126
power	TRUE	[páuər]	A	Noun	力, 動力	1	1
practice	TRUE	[prǽktis]	A	Noun	練習	1	1
practice	TRUE	[prǽktis]	B	Verb	練習する	88	88
pray	FALSE	[prei]	B	Verb	祈る	1	1
prepare	FALSE	[pripέər]	B	Verb	準備する	1	1
presentation	FALSE	[prèzntéiʃən]	A	Noun	プレゼンテーション, 発表	33	33
president	FALSE	[prézidənt]	A	Noun	大統領	52	52
pretty	TRUE	[príti]	K	Adjective	かわいらしい	1	1
problem	TRUE	[prάbləm]	A	Noun	問題	1	1
No problem.	FALSE	—	—	—	どういたしまして	1	1
professional	FALSE	[prəféʃənl]	A	Noun	プロ, プロの〜	24	24
program	TRUE	[próugræm]	A	Noun	番組, プログラム	1	1
programmer	FALSE	[próugræ̀mər]	A	Noun	プログラマー	21	21
project	TRUE	[prάdʒekt]	A	Noun	計画, 事業	1	1
promote	FALSE	[prəmóut]	B	Verb	促進する	56	56
protection	FALSE	[prətékʃən]	A	Noun	保護	120	120
proud	FALSE	[praud]	K	Adjective	誇りに思って	1	1
be proud of ~	FALSE	—	—	—	〜を誇りに思っている	1	1
pudding	FALSE	[púdiŋ]	A	Noun	プリン	1	1
pull	TRUE	[pul]	B	Verb	引く	46	46
pump	FALSE	[pʌmp]	B	Verb	(ポンプで) くみ上げる	130	130
purple	TRUE	[pə́ːrpl]	K	Adjective	紫色(の)	1	1
push	TRUE	[puʃ]	B	Verb	押す	47	47
put	TRUE	[put]	B	Verb	置く, 入れる	1	1
put on ~	FALSE	—	—	—	〜を身につける, 着る	1	1
quarter	FALSE	[kwɔ́ːrtər]	A	Noun	4分の1	81	81
queen	FALSE	[kwiːn]	A	Noun	女王	1	1
question	TRUE	[kwéstʃən]	A	Noun	質問	1	1
quickly	FALSE	[kwíkli]	G	Adverb	速く, 急いで	125	125
quiet	TRUE	[kwáiət]	K	Adjective	静かな	1	1
quietly	FALSE	[kwáiətli]	G	Adverb	おとなしく, 静かに	1	1
quilt	FALSE	[kwilt]	A	Noun	キルト (装飾的に刺し子をして模様を浮き出させたふとん), 布団	125	125
quite	FALSE	[kwait]	G	Adverb	まったく, かなり	102	102
quiz	TRUE	[kwiz]	A	Noun	クイズ	132	132
quota	FALSE	[kwóutə]	A	Noun	割り当て, 定員	6	6
Qutb Minar	FALSE	[kúːtəb mɪnάːr]	A	Noun	クトゥブ・ミナール (インドのデリー南郊外にある尖塔)	1	1
rabbit	TRUE	[rǽbit]	A	Noun	ウサギ	1	1
raccoon dog	FALSE	[rækúːn dɔ́ːg]	A	Noun	タヌキ	1	1
race	FALSE	[reis]	A	Noun	競争, 人種	1	1
radio	TRUE	[réidiòu]	A	Noun	ラジオ	129	129
rail	FALSE	[reil]	A	Noun	レール	1	1
rain	TRUE	[rein]	A	Noun	雨	21	21
rain	TRUE	[rein]	B	Verb	雨が降る	1	1
rainbow	TRUE	[réinbòu]	A	Noun	虹	29	29
rainy	TRUE	[réini]	K	Adjective	雨の	1	1
ran	FALSE	[ræn]	B	Verb	(run の過去形)	79	79
rare	FALSE	[rɛər]	K	Adjective	珍しい	1	1
rat	FALSE	[ræt]	A	Noun	ネズミ (rat は mouse より大きい)	61	61
re-entry	FALSE	[riːéntri]	A	Noun	再突入, 再び入ること	126	126
reach	FALSE	[riːtʃ]	B	Verb	着く, 到着する	1	1
read	TRUE	[riːd]	B	Verb	読む	1	1
ready	TRUE	[rédi]	K	Adjective	準備ができて	1	1
be ready to ~	FALSE	—	—	—	〜の準備ができている	61	61
real	FALSE	[ríːəl]	K	Adjective	本当の, 生の, 本物の	1	1
realize	FALSE	[ríːəlàiz]	B	Verb	〜をさとる, 〜がよくわかる	125	125
really	TRUE	[ríːəli]	G	Adverb	本当に	1	1
reason	FALSE	[ríːzn]	A	Noun	理由	113	113
receive	FALSE	[risíːv]	B	Verb	受け取る	1	1
recommend	FALSE	[rèkəménd]	B	Verb	〜をすすめる	30	30
record	FALSE	[rékərd]	A	Noun	記録	1	1
recover	FALSE	[rikʌ́vər]	B	Verb	回復する	99	99
recycle	FALSE	[rìːsáikl]	B	Verb	再生利用する	1	1
recycling	FALSE	[rìːsáikliŋ]	A	Noun	リサイクルされた	111	111
red	TRUE	[red]	K	Adjective	赤い	1	1
Red Street	FALSE	[réd stríːt]	A	Noun	レッド通り (架空の通りの名)	130	130
reduce	FALSE	[ridjúːs]	B	Verb	減らす	1	1
relax	FALSE	[rilǽks]	B	Verb	くつろぐ	1	1
relay	FALSE	[ríːlei]	A	Noun	リレー(競走)	85	85
reliable	FALSE	[riláiəbl]	K	Adjective	信頼できる	113	113
relieved	FALSE	[rilíːvd]	K	Adjective	ほっとして	1	1
remember	TRUE	[rimémbər]	B	Verb	思い出す, 覚えている	27	27
renew	FALSE	[rinjúː]	B	Verb	新たにする	113	113
rescue	FALSE	[réskjuː]	B	Verb	救助する	1	1
research	FALSE	[risə́ːrtʃ]	B	Verb	研究する	129	129
research	FALSE	[ríːsəːrtʃ]	A	Noun	研究	92	92
respect	FALSE	[rispékt]	B	Verb	尊敬する	1	1
restaurant	TRUE	[réstərὰnt]	A	Noun	レストラン	93	93
result	FALSE	[rizʌ́lt]	A	Noun	結果	1	1
return	TRUE	[ritə́ːrn]	B	Verb	もどる	95	95
revolution	FALSE	[rèvəlúːʃən]	A	Noun	革命	1	1
rhino	FALSE	[ráinou]	A	Noun	サイ	30	30
rice	TRUE	[rais]	A	Noun	米, ごはん	1	1
rich	FALSE	[ritʃ]	K	Adjective	豊かな, 金持ちの	109	109
ride	TRUE	[raid]	B	Verb	乗る	1	1
ride	TRUE	[raid]	A	Noun	乗ること	1	1
right	TRUE	[rait]	G	Adverb	正しく	1	1
right	TRUE	[rait]	K	Adjective	正しい	1	1
right	TRUE	[rait]	K	Adjective	右の	47	47
right	TRUE	[rait]	G	Adverb	(間をおいて強調して) ちょうど	1	1
All right.	FALSE	—	—	—	よろしい, わかった	56	56
Right?	FALSE	—	—	—	〜だよね, 〜でしょう	125	125
That's right.	FALSE	—	—	—	そのとおりです	1	1
ring	TRUE	[riŋ]	A	Noun	指輪	1	1
rise	FALSE	[raiz]	B	Verb	太陽などが昇る	1	1
road	TRUE	[roud]	A	Noun	道路	43	43
robot	FALSE	[róubɑt]	A	Noun	ロボット	1	1
rock	TRUE	[rɑk]	A	Noun	岩, ロック音楽	1	1
role	FALSE	[roul]	A	Noun	役割	1	1
romantic	FALSE	[roumǽntik]	K	Adjective	情熱的な	20	20
room	TRUE	[ruːm]	A	Noun	部屋, 場所, 余地	1	1
root	FALSE	[ruːt]	B	Verb	根をおろす	20	20
rope	FALSE	[roup]	A	Noun	ロープ, なわ	1	1
round	FALSE	[raund]	G	Adverb	ぐるりと	1	1
rule	FALSE	[ruːl]	A	Noun	規則	1	1
ruler	TRUE	[rúːlər]	A	Noun	定規	130	130
run	TRUE	[rʌn]	B	Verb	走る	1	1
run	TRUE	[rʌn]	A	Noun	走ること	79	79
run short	FALSE	—	—	—	不足する	1	1
runner	FALSE	[rʌ́nər]	A	Noun	走者, ランナー	1	1
sad	TRUE	[sæd]	K	Adjective	悲しい	1	1
safe	FALSE	[seif]	K	Adjective	安全な	60	60
safely	FALSE	[séifli]	G	Adverb	安全に, 無事に	126	126
safety	FALSE	[séifti]	A	Noun	安全, 無事	1	1
said	FALSE	[sed]	B	Verb	(say の過去形・過去分詞)	46	46
salad	TRUE	[sǽləd]	A	Noun	サラダ	1	1
salami	FALSE	[səlάːmi]	A	Noun	サラミ	60	60
salesperson	FALSE	[séilzpə̀ːrsn]	A	Noun	販売員	1	1
salt	TRUE	[sɔːlt]	A	Noun	塩	1	1
Sam	FALSE	[sæm]	A	Noun	サム (男子の名)	18	18
same	FALSE	[seim]	K	Adjective	同じ	1	1
the same	FALSE	—	—	—	同じもの[こと]	24	24
sandwich	TRUE	[sǽndwitʃ]	A	Noun	サンドイッチ	1	1
sang	FALSE	[sæŋ]	B	Verb	(sing の過去形)	111	111
Santa Claus	FALSE	[sǽntə klɔ̀ːz]	A	Noun	サンタクロース	93	93
Sao Paulo	FALSE	[sáu páulou]	A	Noun	サンパウロ (ブラジルの大都市)	1	1
sat	FALSE	[sæt]	B	Verb	(sit の過去形・過去分詞)	83	83
Saturday	TRUE	[sǽtərdèi]	A	Noun	土曜日	130	130
sauna	FALSE	[sɔ́ːnə]	A	Noun	サウナ (蒸し風呂)	1	1
sausage	FALSE	[sɔ́ːsidʒ]	A	Noun	ソーセージ	64	64
save	TRUE	[seiv]	B	Verb	救う	1	1
save	TRUE	[seiv]	B	Verb	蓄える	1	1
saw	FALSE	[sɔː]	B	Verb	(see の過去形)	21	21
say	TRUE	[sei]	B	Verb	言う	1	1
scared	FALSE	[skɛərd]	K	Adjective	こわがって	130	130
scarf	FALSE	[skɑːrf]	A	Noun	スカーフ	1	1
scenery	FALSE	[síːnəri]	A	Noun	景色, 風景	1	1
school	TRUE	[skuːl]	A	Noun	学校	1	1
school trip	FALSE	[skúːl trìp]	A	Noun	修学旅行	59	59
schoolchildren	FALSE	[skúːltʃìldrən]	A	Noun	(複数形で) 生徒数	1	1
science	TRUE	[sáiəns]	A	Noun	理科, 科学	1	1
scientific	FALSE	[sàiəntífik]	K	Adjective	科学の	1	1
scientist	FALSE	[sáiəntist]	A	Noun	科学者	32	32
scissors	FALSE	[sízərz]	A	Noun	はさみ	130	130
scoop	FALSE	[skuːp]	B	Verb	すくう	1	1
score	FALSE	[skɔər]	A	Noun	得点	1	1
sea	TRUE	[siː]	A	Noun	海	32	32
sea otter	FALSE	[síː ɔ́ːtər]	A	Noun	ラッコ	101	101
seafood	FALSE	[síːfùːd]	A	Noun	シーフード (魚介類)	103	103
seal	FALSE	[siːl]	A	Noun	アザラシ, 印鑑	1	1
search	FALSE	[səːrtʃ]	B	Verb	探す, 捜索する	126	126
season	TRUE	[síːzn]	A	Noun	季節	1	1
seat	TRUE	[siːt]	A	Noun	席	81	81
second	FALSE	[sékənd]	K	Adjective	2番目の	1	1
second	FALSE	[sékənd]	A	Noun	秒	30	30
secret	FALSE	[síːkrit]	A	Noun	秘密	48	48
see	TRUE	[siː]	B	Verb	見る, 見える	1	1
see	TRUE	[siː]	B	Verb	会う	1	1
see	TRUE	[siː]	B	Verb	わかる	16	16
I see.	FALSE	—	—	—	わかりました。	1	1
seed	FALSE	[siːd]	A	Noun	種, 種子	105	105
seen	FALSE	[siːn]	B	Verb	(see の過去分詞)	1	1
selective	FALSE	[siléktiv]	K	Adjective	選択的な	74	74
self	FALSE	[self]	A	Noun	自身, 自己	1	1
sell	TRUE	[sel]	B	Verb	売る	36	36
send	TRUE	[send]	B	Verb	送る	1	1
sent	FALSE	[sent]	B	Verb	(send の過去形・過去分詞)	109	109
September	TRUE	[septémbər]	A	Noun	9月	1	1
set	FALSE	[set]	B	Verb	(太陽などが) 沈む	92	92
set	FALSE	[set]	B	Verb	置く, 整える	1	1
set	FALSE	[set]	A	Noun	ひとそろい	1	1
seven	TRUE	[sévn]	K	Adjective	7の	1	1
seventeen	FALSE	[sèvntíːn]	K	Adjective	17の	1	1
seventeenth	FALSE	[sèvntíːnθ]	K	Adjective	17番目の	1	1
seventh	FALSE	[sévnθ]	K	Adjective	7番目の	1	1
seventy	FALSE	[sévnti]	K	Adjective	70の	1	1
several	FALSE	[sévərəl]	K	Adjective	いくつかの	131	131
shake	TRUE	[ʃeik]	B	Verb	振る	1	1
shampoo	FALSE	[ʃæmpúː]	A	Noun	シャンプー	59	59
share	FALSE	[ʃɛər]	B	Verb	分け合う	61	61
she	TRUE	[ʃiː]	E	Pronoun	彼女は[が]	1	1
she'll	FALSE	[ʃiːl]	—	—	(she is の短縮形)	69	69
shelf	FALSE	[ʃelf]	A	Noun	棚 (複数形 shelves)	101	101
ship	FALSE	[ʃip]	A	Noun	船	93	93
shirt	TRUE	[ʃəːrt]	A	Noun	シャツ	1	1
shoe	TRUE	[ʃuː]	A	Noun	くつ	1	1
shoot	FALSE	[ʃuːt]	B	Verb	(〜をめがけて) シュートする	132	132
shoot	FALSE	[ʃuːt]	B	Verb	撮影する	1	1
shoot down ~	FALSE	—	—	—	〜を撃ち落とす	92	92
shop	TRUE	[ʃɑp]	A	Noun	店	1	1
go shopping	FALSE	—	—	—	買い物に行く	1	1
shopping mall	FALSE	[ʃɑ́piŋ mɔ́ːl]	A	Noun	ショッピングモール	18	18
short	TRUE	[ʃɔərt]	K	Adjective	短い	1	1
short	TRUE	[ʃɔərt]	K	Adjective	背が低い	92	92
short	TRUE	[ʃɔərt]	K	Adjective	不足して	131	131
run short	FALSE	—	—	—	不足する	131	131
shot	FALSE	[ʃɑt]	B	Verb	(shoot の過去形・過去分詞)	1	1
shot	FALSE	[ʃɑt]	A	Noun	写真, スナップ	37	37
should	FALSE	[ʃud, ʃəd]	M	Auxiliary verb	〜したほうがよい	1	1
should	FALSE	[ʃud, ʃəd]	M	Auxiliary verb	〜すべきである	1	1
show	TRUE	[ʃou]	B	Verb	見せる, 示す	1	1
show	TRUE	[ʃou]	A	Noun	見せ物, ショー	37	37
show ~ around ...	FALSE	—	—	—	〜に…を案内して回る	1	1
shower	TRUE	[ʃáuər]	A	Noun	シャワー	1	1
take a shower	FALSE	—	—	—	シャワーを浴びる	1	1
shrimp	FALSE	[ʃrimp]	A	Noun	エビ	29	29
shrine	FALSE	[ʃrain]	A	Noun	神社	1	1
sick	TRUE	[sik]	K	Adjective	病気の	1	1
sign	TRUE	[sain]	A	Noun	しるし, 看板	92	92
sign	TRUE	[sain]	B	Verb	署名する	120	120
silent	FALSE	[sáilənt]	K	Adjective	沈黙の	130	130
silver	FALSE	[sɪ́lvər]	A	Noun	銀(色)	1	1
similar	FALSE	[sɪ́mələr]	K	Adjective	似ている	127	127
sing	TRUE	[siŋ]	B	Verb	歌う	1	1
singer	TRUE	[sɪ́ŋər]	A	Noun	歌手	1	1
sister	TRUE	[sɪ́stər]	A	Noun	姉, 妹	93	93
sit	TRUE	[sit]	B	Verb	座る, 座っている	1	1
sit up late at night	FALSE	—	—	—	夜ふかしをする	129	129
site	FALSE	[sait]	A	Noun	ウェブサイト, 場所	127	127
situation	FALSE	[sɪ̀tʃuéiʃən]	A	Noun	状況	1	1
six	TRUE	[siks]	K	Adjective	6の	1	1
sixteen	FALSE	[sìkstíːn]	K	Adjective	16の	1	1
sixteenth	FALSE	[sìkstíːnθ]	K	Adjective	16番目の	1	1
sixth	FALSE	[siksθ]	K	Adjective	6番目の	1	1
sixty	FALSE	[sɪ́ksti]	K	Adjective	60の	1	1
skate	TRUE	[skeit]	B	Verb	スケートをする	1	1
skateboard	FALSE	[skéitbɔ̀ːrd]	A	Noun	スケートボード	131	131
ski	TRUE	[skiː]	B	Verb	スキーをする	1	1
skill	FALSE	[skil]	A	Noun	技術	1	1
skillful	FALSE	[skílfəl]	K	Adjective	じょうずな	1	1
skin	FALSE	[skin]	A	Noun	肌, 皮膚	1	1
sky	TRUE	[skai]	A	Noun	空	1	1
sleep	TRUE	[sliːp]	B	Verb	眠る	1	1
slept	FALSE	[slept]	B	Verb	(sleep の過去形・過去分詞)	92	92
slice	FALSE	[slais]	A	Noun	(薄く切った) 1切れ	1	1
slip	FALSE	[slip]	B	Verb	すべる	1	1
slipper	FALSE	[slípər]	A	Noun	スリッパ	131	131
slow	TRUE	[slou]	K	Adjective	(速度が) 遅い	1	1
